Country,Year,Month,Service Area,"Number Of Wireline Telephones  (UOM:Number), Scaling Factor:1000000","Number Of Wireless Telephones (UOM:Number), Scaling Factor:1000000","Percentage Share In Total Telephones (UOM:Percentage), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Punjab,0.837445,38.485395,3.36
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Rajasthan,0.585638,62.006118,5.35
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Tamil Nadu,2.27169,81.239451,7.14
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Uttar Pradesh (East),0.461451,101.291254,8.7
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Uttar Pradesh (West),0.338457,63.555202,5.47
India,"Calendar Year (Jan - Dec), 2018","June, 2018",West Bengal,0.266661,57.398798,4.93
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Kolkata,0.769799,26.118287,2.3
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Delhi,3.192481,49.614683,4.52
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Mumbai,2.979944,35.40241,3.28
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Andhra Pradesh,1.459066,84.582341,7.46
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Assam,0.132266,20.603008,1.8
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Bihar,0.25845,82.748164,7.2
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Gujarat,1.230907,70.79065,6.24
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Haryana,0.295121,26.672797,2.34
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Himachal Pradesh,0.124038,9.914735,0.87
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Jammu & Kashmir,0.11271,10.777628,0.94
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Karnataka,2.204722,65.69927,5.89
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Kerala,1.9449,42.395311,3.84
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Madhya Pradesh,0.932848,72.19539,6.34
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Maharashtra,1.689292,93.453077,8.25
India,"Calendar Year (Jan - Dec), 2018","May, 2018",North East,0.109194,11.351887,0.99
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Odisha,0.268404,31.420291,2.75
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Punjab,0.844838,37.966643,3.36
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Rajasthan,0.589541,61.014356,5.34
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Tamil Nadu,2.286427,79.814517,7.12
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Uttar Pradesh (East),0.461395,99.796791,8.69
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Uttar Pradesh (West),0.341303,63.992344,5.58
India,"Calendar Year (Jan - Dec), 2018","May, 2018",West Bengal,0.271883,56.284899,4.9
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Kolkata,0.778734,25.689775,2.29
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Delhi,3.189606,48.946898,4.52
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Mumbai,2.982691,34.917313,3.29
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Andhra Pradesh,1.469293,86.503404,7.17
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Assam,0.136377,25.810111,2.11
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Bihar,0.265415,89.517529,7.32
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Gujarat,1.238144,72.016199,5.97
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Haryana,0.299399,26.592031,2.19
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Himachal Pradesh,0.125608,9.788877,0.81
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Jammu & Kashmir,0.11433,14.127332,1.16
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Karnataka,2.210766,67.703234,5.7
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Kerala,1.954521,42.391802,3.61
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Madhya Pradesh,0.939846,71.628498,5.91
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Maharashtra,1.705903,94.799308,7.87
India,"Calendar Year (Jan - Dec), 2018","April, 2018",North East,0.111871,14.40496,1.18
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Odisha,0.276126,34.875199,2.87
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Punjab,0.853015,38.446883,3.2
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Rajasthan,0.596523,66.109706,5.44
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Tamil Nadu,2.301255,98.131171,8.19
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Uttar Pradesh (East),0.463319,105.426104,8.63
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Uttar Pradesh (West),0.345808,64.292787,5.27
India,"Calendar Year (Jan - Dec), 2018","April, 2018",West Bengal,0.274899,59.992831,4.91
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Kolkata,0.785434,29.536942,2.47
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Delhi,3.186024,55.128174,4.75
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Mumbai,2.987813,37.000228,3.26
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Andhra Pradesh,1.479737,85.761886,7.2
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Assam,0.13725,25.379575,2.11
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Bihar,0.278273,88.65217,7.34
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Gujarat,1.268577,71.92727,6.04
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Haryana,0.303494,23.581602,1.97
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Himachal Pradesh,0.126524,12.452223,1.04
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Jammu & Kashmir,0.115678,13.724122,1.14
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Karnataka,2.218217,67.002988,5.71
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Kerala,1.970644,42.004682,3.63
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Madhya Pradesh,0.949769,70.521648,5.9
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Maharashtra,1.728872,94.605445,7.95
India,"Calendar Year (Jan - Dec), 2018","March, 2018",North East,0.112134,13.862791,1.15
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Odisha,0.278075,34.371891,2.86
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Punjab,0.863107,38.138982,3.22
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Rajasthan,0.601047,65.239301,5.43
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Tamil Nadu,2.315505,95.69734,8.09
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Uttar Pradesh (East),0.421909,104.191455,8.63
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Uttar Pradesh (West),0.390776,63.400395,5.26
India,"Calendar Year (Jan - Dec), 2018","March, 2018",West Bengal,0.277267,58.875856,4.88
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Kolkata,0.791519,28.814791,2.44
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Delhi,3.191833,54.261906,4.74
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Mumbai,2.990509,36.517432,3.26
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Andhra Pradesh,1.497627,84.677264,7.29
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Assam,0.138038,23.008632,1.96
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Bihar,0.276987,85.870178,7.28
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Gujarat,1.296701,70.913084,6.11
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Haryana,0.303086,25.885446,2.21
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Himachal Pradesh,0.126068,9.68319,0.83
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Jammu & Kashmir,0.115204,13.023528,1.11
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Karnataka,2.236306,66.569858,5.82
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Kerala,1.972585,41.361935,3.66
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Madhya Pradesh,0.961261,69.144861,5.93
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Maharashtra,1.744888,93.812458,8.08
India,"Calendar Year (Jan - Dec), 2018","February, 2018",North East,0.112555,13.180241,1.12
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Odisha,0.276286,33.647398,2.87
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Punjab,0.872862,37.651151,3.26
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Rajasthan,0.597859,63.763461,5.44
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Tamil Nadu,2.339417,88.431091,7.68
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Uttar Pradesh (East),0.487637,101.931552,8.66
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Uttar Pradesh (West),0.35157,62.735406,5.33
India,"Calendar Year (Jan - Dec), 2018","February, 2018",West Bengal,0.279695,57.391799,4.88
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Kolkata,0.815012,27.482342,2.39
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Delhi,3.211215,53.202562,4.77
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Mumbai,3.016984,36.155166,3.31
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Andhra Pradesh,1.503028,84.19534,7.29
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Assam,0.138933,22.257833,1.91
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Bihar,0.273551,83.82634,7.16
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Gujarat,1.293363,71.044582,6.16
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Haryana,0.304624,25.708525,2.21
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Himachal Pradesh,0.12621,9.723609,0.84
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Jammu & Kashmir,0.115041,12.560677,1.08
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Karnataka,2.239531,67.281991,5.92
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Kerala,1.977054,41.141883,3.67
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Madhya Pradesh,0.969393,69.245535,5.97
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Maharashtra,1.750515,93.358594,8.09
India,"Calendar Year (Jan - Dec), 2018","January, 2018",North East,0.113246,12.842503,1.1
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Odisha,0.274724,33.044917,2.84
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Punjab,0.8803,37.4659,3.26
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Rajasthan,0.599593,64.39337,5.53
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Tamil Nadu,2.34424,86.945997,7.6
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Uttar Pradesh (East),0.48563,100.847134,8.62
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Uttar Pradesh (West),0.353123,62.409791,5.34
India,"Calendar Year (Jan - Dec), 2018","January, 2018",West Bengal,0.282143,56.3508,4.82
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Kolkata,0.816767,27.084627,2.37
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Delhi,3.21275,53.577541,4.83
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Mumbai,3.015524,36.779846,3.39
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Andhra Pradesh,1.524574,84.318345,7.2
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Assam,0.140736,22.711025,1.92
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Bihar,0.271606,84.396311,7.1
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Gujarat,1.29363,70.596533,6.03
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Haryana,0.307898,25.465219,2.16
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Himachal Pradesh,0.127961,10.606883,0.9
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Jammu & Kashmir,0.116807,13.122498,1.11
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Karnataka,2.253737,67.204894,5.83
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Kerala,1.992894,41.009717,3.61
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Madhya Pradesh,0.978193,73.932026,6.28
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Maharashtra,1.764471,93.385879,7.98
India,"Calendar Year (Jan - Dec), 2017","December, 2017",North East,0.113122,12.878116,1.09
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Odisha,0.273288,34.087766,2.88
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Punjab,0.889583,38.067316,3.27
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Rajasthan,0.61609,65.845863,5.58
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Tamil Nadu,2.377118,87.032932,7.5
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Uttar Pradesh (East),0.485693,100.788079,8.5
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Uttar Pradesh (West),0.356889,62.324851,5.26
India,"Calendar Year (Jan - Dec), 2017","December, 2017",West Bengal,0.284709,58.05375,4.89
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Kolkata,0.818762,29.198204,2.52
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Delhi,3.220458,55.548132,4.93
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Mumbai,3.026468,38.327938,3.47
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Andhra Pradesh,1.538264,84.016011,7.21
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Assam,0.142155,22.486458,1.91
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Bihar,0.27191,84.077594,7.11
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Gujarat,1.298347,70.042793,6.01
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Haryana,0.310196,25.06148,2.14
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Himachal Pradesh,0.129941,10.942877,0.93
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Jammu & Kashmir,0.119332,12.997913,1.11
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Karnataka,2.258469,66.736322,5.82
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Kerala,2.00565,40.797849,3.61
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Madhya Pradesh,0.988762,72.778428,6.22
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Maharashtra,1.779189,93.21295,8.01
India,"Calendar Year (Jan - Dec), 2017","November, 2017",North East,0.114051,12.842881,1.09
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Odisha,0.274489,33.985968,2.89
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Punjab,0.906109,38.010515,3.28
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Rajasthan,0.668433,65.605072,5.59
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Tamil Nadu,2.388002,86.856286,7.52
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Uttar Pradesh (East),0.486302,100.519488,8.51
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Uttar Pradesh (West),0.360518,62.23316,5.28
India,"Calendar Year (Jan - Dec), 2017","November, 2017",West Bengal,0.300352,58.032462,4.92
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Kolkata,0.82269,28.941982,2.51
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Delhi,3.221386,54.737342,4.89
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Mumbai,3.028419,37.896072,3.45
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Andhra Pradesh,1.55365,85.532744,7.24
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Assam,0.142976,22.303811,1.87
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Bihar,0.273169,83.72336,6.99
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Gujarat,1.299713,69.686797,5.91
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Haryana,0.312618,25.492215,2.15
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Himachal Pradesh,0.131376,10.795788,0.91
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Jammu & Kashmir,0.120305,12.821758,1.08
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Karnataka,2.270017,70.092843,6.02
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Kerala,2.016293,41.472675,3.62
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Madhya Pradesh,0.994773,71.681876,6.05
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Maharashtra,1.791824,94.233598,7.99
India,"Calendar Year (Jan - Dec), 2017","October, 2017",North East,0.114056,12.935405,1.09
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Odisha,0.274598,33.930775,2.85
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Punjab,0.916265,37.650207,3.21
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Rajasthan,0.673119,65.703964,5.52
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Tamil Nadu,2.410363,90.552868,7.73
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Uttar Pradesh (East),0.48684,104.21581,8.71
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Uttar Pradesh (West),0.363769,66.280813,5.54
India,"Calendar Year (Jan - Dec), 2017","October, 2017",West Bengal,0.302705,58.366709,4.88
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Kolkata,0.823992,29.043566,2.48
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Delhi,3.224255,54.570026,4.81
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Mumbai,3.031847,37.492242,3.37
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Andhra Pradesh,1.572057,85.288837,7.2
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Assam,0.145581,22.181825,1.85
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Bihar,0.276586,84.62878,7.03
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Gujarat,1.302824,69.06529,5.83
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Haryana,0.315658,25.483149,2.14
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Himachal Pradesh,0.133735,10.767151,0.9
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Jammu & Kashmir,0.121908,12.564281,1.05
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Karnataka,2.271679,70.485623,6.03
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Kerala,2.023732,41.253658,3.59
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Madhya Pradesh,0.999142,71.517838,6.01
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Maharashtra,1.808982,94.610481,7.99
India,"Calendar Year (Jan - Dec), 2017","September, 2017",North East,0.115229,12.965865,1.08
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Odisha,0.274558,34.462674,2.88
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Punjab,0.930572,37.349477,3.17
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Rajasthan,0.683891,66.833577,5.59
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Tamil Nadu,2.43109,90.858778,7.73
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Uttar Pradesh (East),0.4881,105.69406,8.8
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Uttar Pradesh (West),0.3686,66.554666,5.54
India,"Calendar Year (Jan - Dec), 2017","September, 2017",West Bengal,0.305043,58.834367,4.9
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Kolkata,0.826948,29.754183,2.53
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Delhi,3.24502,54.752457,4.8
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Mumbai,3.029492,37.466306,3.35
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Andhra Pradesh,1.571409,85.16168,7.17
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Assam,0.146599,22.068641,1.84
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Bihar,0.27942,85.088192,7.06
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Gujarat,1.308213,72.687921,6.12
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Haryana,0.3201,25.261898,2.11
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Himachal Pradesh,0.137045,10.703022,0.9
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Jammu & Kashmir,0.123787,12.509151,1.04
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Karnataka,2.263833,70.637431,6.03
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Kerala,2.029294,40.788414,3.54
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Madhya Pradesh,1.004439,71.478824,5.99
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Maharashtra,1.82553,94.402081,7.95
India,"Calendar Year (Jan - Dec), 2017","August, 2017",North East,0.115384,12.939127,1.08
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Odisha,0.277517,34.548634,2.88
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Punjab,0.944296,37.134237,3.15
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Rajasthan,0.6936,67.132788,5.61
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Tamil Nadu,2.044242,90.770385,7.67
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Uttar Pradesh (East),0.823349,106.034904,8.83
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Uttar Pradesh (West),0.372922,66.880268,5.56
India,"Calendar Year (Jan - Dec), 2017","August, 2017",West Bengal,0.372063,58.592847,4.87
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Kolkata,0.833272,29.658411,2.52
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Delhi,3.224823,54.667493,4.78
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Mumbai,3.040892,37.059274,3.31
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Andhra Pradesh,1.582577,85.186597,7.16
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Assam,0.148513,22.200772,1.85
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Bihar,0.283845,85.62946,7.09
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Gujarat,1.313675,71.760874,6.03
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Haryana,0.324418,31.501815,2.63
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Himachal Pradesh,0.138947,12.771365,1.07
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Jammu & Kashmir,0.126116,12.280613,1.02
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Karnataka,2.273737,63.57644,5.44
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Kerala,2.061053,44.161186,3.82
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Madhya Pradesh,1.009005,67.508868,5.66
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Maharashtra,1.839379,89.665417,7.56
India,"Calendar Year (Jan - Dec), 2017","July, 2017",North East,0.116671,19.459026,1.62
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Odisha,0.279823,40.582738,3.37
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Punjab,0.955244,37.227728,3.15
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Rajasthan,0.704268,62.034503,5.18
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Tamil Nadu,2.463792,84.527228,7.18
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Uttar Pradesh (East),0.484251,103.884359,8.62
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Uttar Pradesh (West),0.378711,67.098695,5.57
India,"Calendar Year (Jan - Dec), 2017","July, 2017",West Bengal,0.311054,64.046393,5.31
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Kolkata,0.837746,33.540014,2.84
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Delhi,3.236195,53.0813,4.65
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Mumbai,3.047646,35.449185,3.18
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Andhra Pradesh,1.597422,85.748622,7.21
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Assam,0.150147,22.165064,1.84
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Bihar,0.288771,86.033735,7.13
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Gujarat,1.318071,72.303824,6.08
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Haryana,0.329035,25.671545,2.15
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Himachal Pradesh,0.141794,10.654083,0.89
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Jammu & Kashmir,0.127199,12.351193,1.03
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Karnataka,2.255101,69.637752,5.94
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Kerala,2.080498,39.82363,3.46
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Madhya Pradesh,1.012302,70.950904,5.94
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Maharashtra,1.851688,95.090269,8.0
India,"Calendar Year (Jan - Dec), 2017","June, 2017",North East,0.117636,12.840853,1.07
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Odisha,0.281444,34.72228,2.89
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Punjab,0.966873,37.087341,3.14
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Rajasthan,0.710041,68.010102,5.67
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Tamil Nadu,2.490341,90.248077,7.66
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Uttar Pradesh (East),0.485217,106.467343,8.83
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Uttar Pradesh (West),0.381912,67.564926,5.61
India,"Calendar Year (Jan - Dec), 2017","June, 2017",West Bengal,0.315114,59.044774,4.9
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Kolkata,0.841189,29.483109,2.5
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Delhi,3.21927,54.54798,4.77
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Mumbai,3.037822,36.772015,3.29
